producto_codigo,producto_codigo_ministerio,producto_nombre,tippro_nombre,producto_fechacreacion,natcar_nombre,usuario_nombre
118,1213,"PAJA Y CASCABILLO DE CEREALES,  EN BRUTO,  INCLUSO PICADOS,  MOLIDOS,  PRENSADOS O EN <PELLETS>",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
119,1214,"NABOS FORRAJEROS,  REMOLACHAS FORRAJERAS,  RAICES FORRAJERAS,  HENO,  ALFALFA,  TREBOL,  ESPARCETA,  COLES FORRAJERAS,  ALTRAMUCES,  VEZAS Y PRODUCTOS FORRAJEROS SIMILARES,  INCLUSO EN <PELLETS>",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
120,1301,"GOMA LACA,  GOMAS, RESINAS, GOMORRESINAS Y OLEORRESINAS (BALSAMOS) NATURALES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
121,1302,"JUGOS Y EXTRACTOS VEGETALES. MATERIAS PECTICAS,  PECTINATOS Y PECTATOS. AGAR-AGAR Y DEMAS MUCILAGOS Y ESPESATIVOS DERIVADOS DE LOS VEGETALES,  INCLUSO MODIFICADOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
122,1401,"MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN CESTERIA O ESPARTERIA (POR EJEMPLO BAMBU,  ROTEN,  CA?A,  JUNCO,  MIMBRE,  RAFIA,  PAJA DE CEREALES,  LIMPIA,  BLANQUEADA O TE?IDA,  Y CORTEZA DE TILO)",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
123,1402,"MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE PARA RELLENO (POR EJEMPLO MIRAGUANO,  CRIN VEGETAL O CRIN MARINA),  INCLUSO EN CAPAS O CON SOPORTE DE OTRAS MATERIAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
124,1403,"MATERIAS VEGETALES DE LAS ESPECIES UTILIZADAS PRINCIPALMENTE EN LA FABRICACION DE ESCOBAS,  CEPILLOS O BROCHAS [POR EJEMPLO SORGO,  PIASAVA,  GRAMA O IXTLE (TAMPICO)],  INCLUSO EN TORCIDAS O EN HACES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
125,1404,PRODUCTOS VEGETALES NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
126,1501,"GRASA DE CERDO (INCLUIDA LA MANTECA DE CERDO). Y GRASA DE AVE,  EXCEPTO LAS DE LAS PARTIDAS 0209 O 1503",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
127,1502,"GRASAS DE ANIMALES DE LAS ESPECIES BOVINA,  OVINA O CAPRINA,  EXCEPTO LAS DE LA PARTIDA 1503",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
128,1503,"ESTEARINA SOLAR,  ACEITE DE MANTECA DE CERDO,  OLEOESTEARINA,  OLEOMARGARINA Y ACEITE DE SEBO,  SIN EMULSIONAR NI MEZCLAR NI PREPARAR DE OTRA FORMA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
129,1504,"GRASAS Y ACEITES,  DE PESCADO O DE MAMIFEROS MARINOS,  Y SUS FRACCIONES,  INCLUSO REFINADOS,  PERO SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
130,1505,"GRASA DE LANA Y SUSTANCIAS GRASAS DERIVADAS,  INCLUIDA LA LANOLINA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
131,1506,"LAS DEMAS GRASAS Y ACEITES ANIMALES,  Y SUS FRACCIONES,  INCLUSO REFINADOS,  PERO SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
132,1507,"ACEITE DE SOJA(SOYA) Y SUS FRACCIONES,  INCLUSO REFINADO,  PERO SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
133,1508,"ACEITE DE CACAHUETE (MANI) Y SUS FRACCIONES,  INCLUSO REFINADO,  PERO SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
134,1509,"ACEITE DE OLIVA Y SUS FRACCIONES,  INCLUSO REFINADO,  PERO SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
135,1510,"LOS DEMAS ACEITES OBTENIDOS EXCLUSIVAMENTE DE LA ACEITUNA,  Y SUS FRACCIONES,  INCLUSO REFINADOS,  PERO SIN MODIFICAR QUIMICAMENTE,  Y MEZCLAS DE ESTOS ACEITES O FRACCIONES CON LOS ACEITES O FRACCIONES DE LA PARTIDA 1509",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
136,1511,"ACEITE DE PALMA Y SUS FRACCIONES,  INCLUSO REFINADO,  PERO SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
137,1512,"ACEITES DE GIRASOL,  DE CARTAMO O DE ALGODON,  Y SUS FRACCIONES,  INCLUSO REFINADOS,  PERO SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
138,1513,"ACEITES DE COCO (COPRA), DE ALMENDRA,  DE PALMA O BABASU, SUS FRACCIONES,  INCLUSO REFINADOS, SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
139,1514,"ACEITE DE NABO(NABABINA), COLZA O MOSTAZA Y SUS FRACCIONES, INCLUSO REFINADOS,  SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
140,1515,"LAS DEMAS GRASAS Y ACEITES VEGETALES FIJOS (INCLUIDO EL ACEITE DE JOJOBA),  Y SUS FRACCIONES,  INCLUSO REFINADOS,  PERO SIN MODIFICAR QUIMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
141,1516,"GRASAS Y ACEITES,  ANIMALES O VEGETALES,  Y SUS FRACCIONES,  PARCIAL O TOTALMENTE HIDROGENADOS,  INTERESTERIFICADOS,  REESTERIFICADOS O ELAIDINIZADOS,  INCLUSO REFINADOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
142,1517,"MARGARINA. MEZCLAS O PREPARACIONES ALIMENTICIAS DE GRASAS O DE ACEITES,  ANIMALES O VEGETALES,  O DE FRACCIONES DE DIFERENTES GRASAS O ACEITES DE ESTE CAPITULO,  EXCEPTO LAS GRASAS Y ACEITES ALIMENTICIOS,  Y SUS FRACCIONES,  DE LA PARTIDA 1516",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
143,1518,"GRASAS Y ACEITES,  ANIMALES O VEGETALES,  Y SUS FRACCIONES,  COCIDOS,  OXIDADOS,  ... O MODIFICADOS QUIMICAMENTE DE OTRA FORMA,  CON EXCLUSION DE LOS DE LA PARTIDA 1516. MEZCLAS O PREPARACIONES DE GRASAS O ACEITES,  N.C.O.P.",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
144,1520,GLICEROL EN BRUTO. AGUAS Y LEJIAS GLICERINOSAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
145,1521,"CERAS VEGETALES (EXCEPTO LOS TRIGLICERIDOS),  CERA DE ABEJAS O DE OTROS INSECTOS Y ESPERMA DE BALLENA Y DE OTROS CETACEOS,  INCLUSO REFINADAS O COLOREADAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
146,1522,DEGRAS. RESIDUOS DEL TRATAMIENTO DE LAS GRASAS O DE LAS CERAS ANIMALES O VEGETALES,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
147,1601,"EMBUTIDOS Y PRODUCTOS SIMILARES,  DE CARNE,  DE DESPOJOS O DE SANGRE. PREPARACIONES ALIMENTICIAS A BASE DE ESTOS PRODUCTOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
148,1602,"LAS DEMAS PREPARACIONES Y CONSERVAS DE CARNE,  DE DESPOJOS O DE SANGRE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
149,1603,"EXTRACTOS Y JUGOS DE CARNE,  DE PESCADO O DE CRUSTACEOS,  DE MOLUSCOS O DE OTROS INVERTEBRADOS ACUATICOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
150,1604,PREPARACIONES Y CONSERVAS DE PESCADO. CAVIAR Y SUS SUCEDANEOS PREPARADOS CON HUEVAS DE PESCADO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
151,1605,"CRUSTACEOS,  MOLUSCOS Y DEMAS INVERTEBRADOS ACUATICOS,  PREPARADOS O CONSERVADOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
152,1701,"AZUCAR DE CA?A O DE REMOLACHA Y SACAROSA QUIMICAMENTE PURA, EN ESTADO SOLIDO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
153,1702,"LOS DEMAS AZUCARES,  INCLUIDAS LA LACTOSA,  LAMALTOSA,  LA GLUCOSA Y LA FRUCTOSA QUIMICAMENTE PURAS,  EN ESTADO SOLIDO.JARABE DE AZUCAR SIN AROMATIZAR NI COLOREAR.SUCEDANEOS DE LA MIEL,  INCLUSO MEZCLADOS CON MIEL NATURAL. AZUCAR Y MELAZA CARAMELIZADOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
154,1703,MELAZA DE LA EXTRACCION O DEL REFINADO DEL AZUCAR,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
155,1704,ARTICULOS DE CONFITERIA SIN CACAO (INCLUIDO EL CHOCOLATE BLANCO),MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
156,1801,"CACAO EN GRANO,  ENTERO O PARTIDO,  CRUDO O TOSTADO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
157,1802,"CASCARA,  PELICULAS Y DEMAS RESIDUOS DE CACAO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
158,1803,"PASTA DE CACAO,  INCLUSO DESGRASADA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
159,1804,"MANTECA,  GRASA Y ACEITE DE CACAO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
160,1805,CACAO EN POLVO SIN AZUCARAR NI EDULCORAR DE OTRO MODO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
161,1806,CHOCOLATE Y DEMAS PREPARACIONES ALIMENTICIAS QUE CONTENGAN CACAO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
162,1901,"EXTRACTO DE MALTA. PREPARACIONES ALIMENTICIASDE HARINA,  SEMOLA,  ALMIDON,  FECULA O EXTRACTO DE MALTA,  QUE NO CONTENGAN CACAO O CON UN CONTENIDO INFERIOR AL 40 % .... Y OTROS PRODUCTOS DE LAS PARTIDAS 0 401 A 0404 CON UN CONTENIDO EN CACAO .?",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
163,1902,"PASTAS ALIMENTICIAS,  INCLUSO COCIDAS O RELLENAS (DE CARNE U OTRAS SUSTANCIAS) O BIEN PREPARADAS DE OTRA FORMA,  TALES COMO ESPAGUETIS,  FIDEOS,  MACARRONES,  TALLARINES,  LASA?AS,  ?OQUIS,  RAVIOLES O CANELONES. CUSCUS,  INCLUSO PREPARADO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
164,1903,"TAPIOCA Y SUS SUCEDANEOS CON FECULA,  EN COPOS,  GRUMOS,  GRANOS PERLADOS,  CERNIDURAS O FORMAS SIMILARES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
165,1904,"PRODUCTOS A BASE DE CEREALES OBTENIDOS PORINSUFLADO O TOSTADO ( COPOS DE MAIZ,  ...). CEREALES (EXCEPTO EL MAIZ) EN GRANO O EN FORMA DE COPOS O DEMAS GRANO TRABAJADO (EXCEPTO LA HARINA Y SEMOLA),  PRECOCIDOS O PREPARADOS DE OTRO MODO,  N.C.O.P.",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
166,1905,"PRODUCTOS DE PANADERIA,  PASTELERIA O GALLETERIA,  INCLUSO CON CACAO. HOSTIAS,  SELLOS VACIOS DEL TIPO DE LOS USADOS PARA MEDICAMENTOS,  OBLEAS,  PASTAS DESECADAS DE HARINA,  ALMIDON O FECULA,  EN HOJAS Y PRODUCTOS SIMILARES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
167,2001,"LEGUMBRES,  HORTALIZAS,  FRUTOS Y DEMAS PARTES COMESTIBLES DE PLANTAS,  PREPARADOS O CONSERVADOS EN VINAGRE O EN ACIDO ACETICO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
168,2002,TOMATES PREPARADOS O CONSERVADOS (EXCEPTO EN VINAGRE O EN ACIDO ACETICO),MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
169,2003,"SETAS Y DEMAS HONGOS,  Y TRUFAS PREPARADOS O CONSERVADOS(EXCEPTO EN VINAGRE O ACIDO ACETICO)",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
170,2004,"LAS DEMAS LEGUMBRES Y HORTALIZAS,  PREPARADAS O CONSERVADAS (EXCEPTO EN VINAGRE O EN ACIDO ACETICO),  CONGELADAS,  EXCEPTO LOS PRODUCTOS DE LA PARTIDA 2006",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
171,2005,"LAS DEMAS LEGUMBRES Y HORTALIZAS,  PREPARADAS O CONSERVADAS (EXCEPTO EN VINAGRE O EN ACIDO ACETICO),  SIN CONGELAR,  EXCEPTO LOS PRODUCTOS DE LA PARTIDA 2006",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
172,2006,"LEGUMBRES Y HORTALIZAS,  FRUTAS Y OTROS FRUTOS Y SUS CORTEZAS Y DEMAS PARTES DE PLANTAS,  CONFITADOS CON AZUCAR (ALMIBARADOS,  GLASEADOS O ESCARCHADOS)",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
173,2007,"COMPOTAS,  JALEAS Y MERMELADAS,  PURES Y PASTAS DE FRUTOS,  OBTENIDOS POR COCCION,  INCLUSO AZUCARADOS O EDULCORADOS DE OTRO MODO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
174,2008,"FRUTOS Y DEMAS PARTES COMESTIBLES DE PLANTAS,  PREPARADOS O CONSERVADOS DE OTRA FORMA,  INCLUSO AZUCARADOS,  EDULCORADOS DE OTRO MODO O CON ALCOHOL,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
175,2009,"JUGOS DE FRUTAS (INCLUIDO EL MOSTO DE UVA) O DE LEGUMBRES U HORTALIZAS,  SIN FERMENTAR Y SIN ALCOHOL,  INCLUSO AZUCARADOS O EDULCORADOS DE OTRO MODO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
176,2101,"EXTRACTOS,  ESENCIAS Y CONCENTRADOS DE CAFE,  TE O YERBA MATE Y PREPARACIONES A BASE DE ESTOS PRODUCTOS O A BASE DE CAFE,  TE O YERBA MATE. ACHICORIA TOSTADA Y DEMAS SUCEDANEOS DEL CAFE TOSTADOS Y SUS EXTRACTOS,  ESENCIAS Y CONCENTRADOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
177,2102,LEVADURAS (VIVAS O MUERTAS). LOS DEMAS MICROORGANISMOS MONOCELULARES MUERTOS (CON EXCLUSION DE LAS VACUNAS DE LA PARTIDA 3002). LEVADURAS ARTIFICIALES (POLVOS PARA HORNEAR),MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
178,2103,"PREPARACIONES PARA SALSAS Y SALSAS PREPARADAS. CONDIMENTOS Y SAZONADORES,  COMPUESTOS. HARINA DE MOSTAZA Y MOSTAZA PREPARADA",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
179,2104,"PREPARACIONES PARA SOPAS,  POTAJES O CALDOS. SOPAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
180,2105,HELADOS Y PRODUCTOS SIMILARES INCLUSO CON CACAO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
181,2106,PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRAS PARTIDAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
182,2201,"AGUA,  INCLUIDA EL AGUA MINERAL NATURAL O ARTIFICIAL Y LA GASIFICADA,  SIN AZUCARAR O EDULCORAR DE OTRO MODO NI AROMATIZAR. HIELO Y NIEVE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
183,2202,"AGUA,  INCLUIDA EL AGUA MINERAL Y LA GASIFICADA,  AZUCARADA,  EDULCORADA DE OTRO MODO O AROMATIZADA,  Y LAS DEMAS BEBIDAS NO ALCOHOLICAS,  CON EXCLUSION DE LOS JUGOS DE FRUTAS O DE LEGUMBRES U HORTALIZAS DE LA PARTIDA 2009",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
184,2203,CERVEZA DE MALTA,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
185,2204,"VINO DE UVAS,  INCLUSO ENCABEZADO. MOSTO DE UVA,  EXCEPTO EL DE LA PARTIDA 2009",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
186,2205,VERMUT Y DEMAS VINOS DE UVAS FRESCAS PREPARADOS CON PLANTAS O SUSTANCIAS AROMATICAS,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
187,2206,"LAS DEMAS BEBIDAS FERMENTADAS (POR EJEMPLO SIDRA,  PERADA O AGUAMIEL). MEZCLAS DE BEBIDAS FERMENTADAS Y MEZCLAS DE BEBIDAS FERMENTADAS Y BEBIDAS NO ALCOHOLICAS,  NO EXPRESADAS NI COMPRENDIDAS EN OTRAS PARTIDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
188,2207,"ALCOHOL ETILICO SIN DESNATURALIZAR CON UN GRADO ALCOHOLICO VOLUMETRICO SUPERIOR O IGUAL A 80 % VOL. ALCOHOL ETILICO Y AGUARDIENTE DESNATURALIZADOS,  DE CUALQUIER GRADUACION",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
189,2208,"ALCOHOL ETILICO SIN DESNATURALIZAR CON UN GRADO ALCOHOLICO VOLUMETRICO INFERIOR A 80 % VOL. AGUARDIENTES,  LICORES Y DEMAS BEBIDAS ESPIRITUOSAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
190,2209,VINAGRE COMESTIBLE Y SUCEDANEOS COMESTIBLES DEL VINAGRE OBTENIDOS CON ACIDO ACETICO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
191,2301,"HARINA,  POLVO Y <PELLETS>,  DE CARNE,  DE DESPOJOS,  DE PESCADO O DE CRUSTACEOS,  MOLUSCOS O DE OTROS INVERTEBRADOS ACUATICOS,  IMPROPIOS PARA LA ALIMENTACION HUMANA. CHICHARRONES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
192,2302,"SALVADOS,  MOYUELOS Y DEMAS RESIDUOS DEL CERNIDO,  DE LA MOLIENDA O DE OTROS TRATAMIENTOS DE LOS CEREALES O DE LAS LEGUMINOSAS,  INCLUSO EN PELLETS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
193,2303,"RESIDUOS DE LA INDUSTRIA DEL ALMIDON Y RESIDUOS SIMILARES,  PULPA DE REMOLACHA,  BAGAZO DE CA?A DE AZUCAR Y DEMAS DESPERDICIOS DE LA INDUSTRIA AZUCARERA,  HECES Y DESPERDICIOS DE CERVECERIA O DE DESTILERIA,  INCLUSO EN <PELLETS>",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
194,2304,"TORTAS Y DEMAS RESIDUOS SOLIDOS DE LA EXTRACCION DEL ACEITE DE SOJA,  INCLUSO MOLIDOS O EN PELLETS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
195,2305,"TORTAS Y DEMAS RESIDUOS SOLIDOS DE LA EXTRACCION DEL ACEITE DE CACAHUETE,  INCLUSO MOLIDOS O EN PELLETS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
196,2306,"TORTAS Y DEMAS RESIDUOS SOLIDOS DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES,  INCLUSO MOLIDOS O EN PELLETS,  EXCEPTO LOS DE LAS PARTIDAS 2304 O 2305",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
197,2307,LIAS O HECES DE VINO. TARTARO BRUTO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
198,2308,"MATERIAS VEGETALES,  DESPERDICIOS,  RESIDUOS Y SUBPRODUCTOS VEGETALES,  INCLUSO EN <PELLETS>,  DEL TIPO DE LOS UTILIZADOS PARA LA ALIMENTACION DE LOS ANIMALES,  NO EXPRESADOS NI COMPRENDIDOS EN OTRAS PARTIDAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
199,2309,PREPARACIONES DEL TIPO DE LAS UTILIZADAS PARA LA ALIMENTACION DE LOS ANIMALES,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
200,2401,TABACO EN RAMA O SIN ELABORAR. DESPERDICIOS DE TABACO,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
201,2402,"CIGARROS O PUROS (INCLUSO DESPUNTADOS),  PURITOS Y CIGARRILLOS,  DE TABACO O DE SUCEDANEOS DEL TABACO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
202,2403,"LOS DEMAS TABACOS Y SUCEDANEOS DEL TABACO,  ELABORADOS. TABACO HOMOGENEIZADO O RECONSTITUIDO. EXTRACTOS Y JUGOS DE TABACO",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
203,2501,"SAL (INCLUIDAS LA DE MESA Y LA DESNATURALIZADA) Y CLORURO DE SODIO,  PURO,  INCLUSO EN DISOLUCION ACUOSA O CON ANTIAGLOMERANTES O AGENTES QUE GARANTICEN UNA BUENA FLUIDEZ. AGUA DE MAR",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
204,2502,PIRITAS DE HIERRO SIN TOSTAR,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
205,2503,"AZUFRE DE CUALQUIER CLASE,  CON EXCLUSION DEL SUBLIMADO,  DEL PRECIPITADO Y DEL COLOIDAL",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
206,2504,GRAFITO NATURAL,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
207,2505,"ARENAS NATURALES DE CUALQUIER CLASE,  INCLUSO COLOREADAS,  CON EXCLUSION DE LAS ARENAS METALIFERAS DEL CAPITULO 26",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
208,2506,"CUARZO,  (EXCEPTO LAS ARENAS NATURALES). CUARCITA,  INCLUSO DESBASTADA O SIMPLEMENTE TROCEADA POR ASERRADO O DE OTRO MODO,  EN BLOQUES O EN PLACAS CUADRADAS O RECTANGULARES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
209,2507,"CAOLIN Y DEMAS ARCILLAS CAOLINICAS,  INCLUSO CALCINADAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
210,2508,"LAS DEMAS ARCILLAS (CON EXCLUSION DE LAS ARCILLAS DILATADAS DE LA PARTIDA 6806),  ANDALUCITA,  CIANITA Y SILIMANITA,  INCLUSO CALCINADAS. MULLITA. TIERRAS DE CHAMOTA O DE DINAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
211,2509,CRETA,MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
212,2510,"FOSFATOS DE CALCIO NATURALES,  FOSFATOS ALUMINOCALCICOS NATURALES Y CRETAS FOSFATADAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
213,2511,"SULFATO DE BARIO NATURAL (BARITINA). CARBONATO DE BARIO NATURAL (WITHERITA),  INCLUSO CALCINADO,  CON EXCLUSION DEL OXIDO DE BARIO DE LA PARTIDA 2816",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
214,2512,"HARINAS SILICEAS FOSILES (POR EJEMPLO KIESELGUHR,  TRIPOLITA O DIATOMITA) Y DEMAS TIERRAS SILICEAS ANALOGAS,  DE DENSIDAD APARENTE INFERIOR O IGUAL A 1,  INCLUSO CALCINADAS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
215,2513,"PIEDRA POMEZ. ESMERIL. CORINDON NATURAL,  GRANATE NATURAL Y DEMAS ABRASIVOS NATURALES,  INCLUSO TRATADOS TERMICAMENTE",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
216,2514,"PIZARRA,  INCLUSO DESBASTADA O SIMPLEMENTE TROCEADA,  POR ASERRADO O DE OTRO MODO,  EN BLOQUES O EN PLACAS CUADRADAS O RECTANGULARES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
217,2515,"MARMOL,  TRAVERTINOS,  ECAUSSINES Y DEMAS PIEDRASCALIZAS DE TALLA O DE CONSTRUCCION DE DENSIDAD APARENTE SUPERIOR O IGUAL A 2, 5 Y ALABASTRO,  INCLUSO DESBASTADOS O SIMPLEMENTE TROCEADOS,  EN BLOQUES O EN PLACAS CUADRADAS O RECTANGULARES",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
218,2516,"GRANITO,  PORFIDO,  BASALTO,  ARENISCA Y DEMAS PIEDRAS DE TALLA O DE CONSTRUCCION,  INCLUSO DESBASTADOS O SIMPLEMENTE TROCEADOS",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
219,2517,"CANTOS,  GRAVA,  PIEDRAS MACHACADAS,  DE LOS TIPOS GENERALMENTE UTILIZADOS PARA EL HORMIGONADO O PARA LA CONSTRUCCION DE CARRETERAS,  VIAS FERREAS U OTROS BALASTOS,  GUIJARROS Y PEDERNAL, MACADAN, ...,  MACADAN ALQUITRANADO, ...",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
